Xvalue,Yvalue,Zvalue,,TPC,PD,Prob,,X90,Y90,Z90,,X80,Y80,Z80,,X70,Y70,Z70,,X60,Y60,Z60
103.2,3057.7,0.6412,,,,,,,,,,,,,,,,,,103.2,3057.7,0.6412
101,3191,0.641,,,,,,,,,,,,,,,,,,101,3191,0.641
103.5,3038.5,0.6408,,,,,,,,,,,,,,,,,,103.5,3038.5,0.6408
102,3106.8,0.6404,,,,,,,,,,,,,,,,,,102,3106.8,0.6404
102.7,3068.7,0.6396,,,,,,,,,,,,,,,,,,102.7,3068.7,0.6396
109,2921.7,0.6394,,,,,,,,,,,,,,,,,,109,2921.7,0.6394
111.3,2900,0.639,,,,,,,,,,,,,,,,,,111.3,2900,0.639
101.7,3113.6,0.638,,,,,,,,,,,,,,,,,,101.7,3113.6,0.638
99.4,3632,0.6378,,,,,,,,,,,,,,,,,,99.4,3632,0.6378
99.5,3488.1,0.6376,,,,,,,,,,,,,,,,,,99.5,3488.1,0.6376
100,3317.5,0.6376,,,,,,,,,,,,,,,,,,100,3317.5,0.6376
111.5,2895.5,0.6374,,,,,,,,,,,,,,,,,,111.5,2895.5,0.6374
101.5,3124.3,0.6374,,,,,,,,,,,,,,,,,,101.5,3124.3,0.6374
106.8,2949.3,0.6374,,,,,,,,,,,,,,,,,,106.8,2949.3,0.6374
99.4,3542.7,0.6372,,,,,,,,,,,,,,,,,,99.4,3542.7,0.6372
113.5,2884.6,0.6372,,,,,,,,,,,,,,,,,,113.5,2884.6,0.6372
99.4,3547.4,0.637,,,,,,,,,,,,,,,,,,99.4,3547.4,0.637
102.9,3050.3,0.6364,,,,,,,,,,,,,,,,,,102.9,3050.3,0.6364
111.3,2894.9,0.6362,,,,,,,,,,,,,,,,,,111.3,2894.9,0.6362
106.7,2948.7,0.6358,,,,,,,,,,,,,,,,,,106.7,2948.7,0.6358
100.1,3282.4,0.6354,,,,,,,,,,,,,,,,,,100.1,3282.4,0.6354
100.9,3166.1,0.635,,,,,,,,,,,,,,,,,,100.9,3166.1,0.635
101.5,3113.5,0.6344,,,,,,,,,,,,,,,,,,101.5,3113.5,0.6344
99.9,3297.5,0.6336,,,,,,,,,,,,,,,,,,99.9,3297.5,0.6336
108,2923.8,0.6336,,,,,,,,,,,,,,,,,,108,2923.8,0.6336
103.5,3021.2,0.6334,,,,,,,,,,,,,,,,,,103.5,3021.2,0.6334
124.9,2857.3,0.633,,,,,,,,,,,,,,,,,,124.9,2857.3,0.633
99.6,3342.7,0.633,,,,,,,,,,,,,,,,,,99.6,3342.7,0.633
100.5,3204.6,0.633,,,,,,,,,,,,,,,,,,100.5,3204.6,0.633
99.4,3440.9,0.6328,,,,,,,,,,,,,,,,,,99.4,3440.9,0.6328
108.5,2918.1,0.6328,,,,,,,,,,,,,,,,,,108.5,2918.1,0.6328
99.9,3292.7,0.6326,,,,,,,,,,,,,,,,,,99.9,3292.7,0.6326
111.4,2888.3,0.6326,,,,,,,,,,,,,,,,,,111.4,2888.3,0.6326
108.9,2911.5,0.6326,,,,,,,,,,,,,,,,,,108.9,2911.5,0.6326
99.3,3455.8,0.6324,,,,,,,,,,,,,,,,,,99.3,3455.8,0.6324
105.7,2968.3,0.6324,,,,,,,,,,,,,,,,,,105.7,2968.3,0.6324
103.5,3017.9,0.632,,,,,,,,,,,,,,,,,,103.5,3017.9,0.632
116.7,2865.6,0.6314,,,,,,,,,,,,,,,,,,116.7,2865.6,0.6314
108.2,2918.2,0.6312,,,,,,,,,,,,,,,,,,108.2,2918.2,0.6312
103.7,3011.1,0.6312,,,,,,,,,,,,,,,,,,103.7,3011.1,0.6312
99.5,3379.6,0.6306,,,,,,,,,,,,,,,,,,99.5,3379.6,0.6306
110.2,2894.9,0.6306,,,,,,,,,,,,,,,,,,110.2,2894.9,0.6306
99.7,3299,0.6298,,,,,,,,,,,,,,,,,,99.7,3299,0.6298
111.1,2886.7,0.6298,,,,,,,,,,,,,,,,,,111.1,2886.7,0.6298
99.7,3269.5,0.6294,,,,,,,,,,,,,,,,,,99.7,3269.5,0.6294
102.3,3062.5,0.6284,,,,,,,,,,,,,,,,,,102.3,3062.5,0.6284
105.8,2958.2,0.6282,,,,,,,,,,,,,,,,,,105.8,2958.2,0.6282
119.1,2857.8,0.6276,,,,,,,,,,,,,,,,,,119.1,2857.8,0.6276
103.9,2997,0.6274,,,,,,,,,,,,,,,,,,103.9,2997,0.6274
113,2872.3,0.6268,,,,,,,,,,,,,,,,,,113,2872.3,0.6268
105.8,2954.4,0.6262,,,,,,,,,,,,,,,,,,105.8,2954.4,0.6262
102.2,3059,0.6254,,,,,,,,,,,,,,,,,,102.2,3059,0.6254
107.4,2917.7,0.6252,,,,,,,,,,,,,,,,,,107.4,2917.7,0.6252
102.4,3039.8,0.625,,,,,,,,,,,,,,,,,,102.4,3039.8,0.625
109.9,2888.1,0.6248,,,,,,,,,,,,,,,,,,109.9,2888.1,0.6248
107.7,2913.4,0.6244,,,,,,,,,,,,,,,,,,107.7,2913.4,0.6244
102.7,3026.9,0.6244,,,,,,,,,,,,,,,,,,102.7,3026.9,0.6244
99.2,3330.7,0.6234,,,,,,,,,,,,,,,,,,99.2,3330.7,0.6234
102.3,3046.2,0.6234,,,,,,,,,,,,,,,,,,102.3,3046.2,0.6234
98.9,3392.2,0.622,,,,,,,,,,,,,,,,,,98.9,3392.2,0.622
107.9,2906.2,0.6218,,,,,,,,,,,,,,,,,,107.9,2906.2,0.6218
107.4,2912.5,0.6218,,,,,,,,,,,,,,,,,,107.4,2912.5,0.6218
107.2,2917.7,0.6216,,,,,,,,,,,,,,,,,,107.2,2917.7,0.6216
107.1,2918.8,0.6214,,,,,,,,,,,,,,,,,,107.1,2918.8,0.6214
116.2,2855.4,0.6212,,,,,,,,,,,,,,,,,,116.2,2855.4,0.6212
115.1,2859,0.62,,,,,,,,,,,,,,,,,,115.1,2859,0.62
101.9,3049.3,0.6196,,,,,,,,,,,,,,,,,,101.9,3049.3,0.6196
100.1,3161.6,0.619,,,,,,,,,,,,,,,,,,100.1,3161.6,0.619
106.7,2919.8,0.6188,,,,,,,,,,,,,,,,,,106.7,2919.8,0.6188
100,3162.7,0.6184,,,,,,,,,,,,,,,,,,100,3162.7,0.6184
103.2,2992.9,0.6184,,,,,,,,,,,,,,,,,,103.2,2992.9,0.6184
99.4,3232.5,0.6178,,,,,,,,,,,,,,,,,,99.4,3232.5,0.6178
99,3315.3,0.6172,,,,,,,,,,,,,,,,,,99,3315.3,0.6172
99.1,3266.2,0.6172,,,,,,,,,,,,,,,,,,99.1,3266.2,0.6172
98.8,3385.2,0.6168,,,,,,,,,,,,,,,,,,98.8,3385.2,0.6168
98.9,3339,0.6168,,,,,,,,,,,,,,,,,,98.9,3339,0.6168
120.3,2837.7,0.6158,,,,,,,,,,,,,,,,,,120.3,2837.7,0.6158
106.2,2923.8,0.6156,,,,,,,,,,,,,,,,,,106.2,2923.8,0.6156
101.7,3048,0.6156,,,,,,,,,,,,,,,,,,101.7,3048,0.6156
105,2946.3,0.6154,,,,,,,,,,,,,,,,,,105,2946.3,0.6154
100.3,3128.1,0.615,,,,,,,,,,,,,,,,,,100.3,3128.1,0.615
105.2,2941.8,0.615,,,,,,,,,,,,,,,,,,105.2,2941.8,0.615
101.1,3077.9,0.6142,,,,,,,,,,,,,,,,,,101.1,3077.9,0.6142
101.1,3077.6,0.6138,,,,,,,,,,,,,,,,,,101.1,3077.6,0.6138
101.9,3036.1,0.6138,,,,,,,,,,,,,,,,,,101.9,3036.1,0.6138
101.7,3038.5,0.6136,,,,,,,,,,,,,,,,,,101.7,3038.5,0.6136
98.3,3594,0.6134,,,,,,,,,,,,,,,,,,98.3,3594,0.6134
114.1,2849.5,0.6134,,,,,,,,,,,,,,,,,,114.1,2849.5,0.6134
104.6,2950.4,0.6132,,,,,,,,,,,,,,,,,,104.6,2950.4,0.6132
98.6,3442.7,0.613,,,,,,,,,,,,,,,,,,98.6,3442.7,0.613
98.9,3258,0.613,,,,,,,,,,,,,,,,,,98.9,3258,0.613
98.8,3304.2,0.6128,,,,,,,,,,,,,,,,,,98.8,3304.2,0.6128
116.4,2839.5,0.612,,,,,,,,,,,,,,,,,,116.4,2839.5,0.612
99.6,3176.2,0.6118,,,,,,,,,,,,,,,,,,99.6,3176.2,0.6118
109.6,2872,0.6118,,,,,,,,,,,,,,,,,,109.6,2872,0.6118
98.1,3846.9,0.6116,,,,,,,,,,,,,,,,,,98.1,3846.9,0.6116
107.8,2889.6,0.6116,,,,,,,,,,,,,,,,,,107.8,2889.6,0.6116
101.3,3063,0.6116,,,,,,,,,,,,,,,,,,101.3,3063,0.6116
105.3,2932.9,0.6114,,,,,,,,,,,,,,,,,,105.3,2932.9,0.6114
112.2,2858.1,0.6112,,,,,,,,,,,,,,,,,,112.2,2858.1,0.6112
105.6,2929.2,0.6112,,,,,,,,,,,,,,,,,,105.6,2929.2,0.6112
109.5,2871.5,0.6106,,,,,,,,,,,,,,,,,,109.5,2871.5,0.6106
112.2,2855.2,0.6102,,,,,,,,,,,,,,,,,,112.2,2855.2,0.6102
107.6,2889.5,0.61,,,,,,,,,,,,,,,,,,107.6,2889.5,0.61
106.9,2900.6,0.61,,,,,,,,,,,,,,,,,,106.9,2900.6,0.61
104.9,2937.2,0.6094,,,,,,,,,,,,,,,,,,104.9,2937.2,0.6094
111.1,2859.6,0.609,,,,,,,,,,,,,,,,,,111.1,2859.6,0.609
101.3,3057.5,0.609,,,,,,,,,,,,,,,,,,101.3,3057.5,0.609
101.3,3050.7,0.6088,,,,,,,,,,,,,,,,,,101.3,3050.7,0.6088
103.9,2954.3,0.6086,,,,,,,,,,,,,,,,,,103.9,2954.3,0.6086
103.8,2958,0.6084,,,,,,,,,,,,,,,,,,103.8,2958,0.6084
109.6,2866.1,0.608,,,,,,,,,,,,,,,,,,109.6,2866.1,0.608
101.3,3047.2,0.6078,,,,,,,,,,,,,,,,,,101.3,3047.2,0.6078
98.6,3272.5,0.607,,,,,,,,,,,,,,,,,,98.6,3272.5,0.607
104.3,2943.3,0.6068,,,,,,,,,,,,,,,,,,104.3,2943.3,0.6068
105.7,2920.7,0.6066,,,,,,,,,,,,,,,,,,105.7,2920.7,0.6066
99.6,3150.9,0.6064,,,,,,,,,,,,,,,,,,99.6,3150.9,0.6064
98.9,3211.1,0.6052,,,,,,,,,,,,,,,,,,98.9,3211.1,0.6052
98.7,3241.6,0.605,,,,,,,,,,,,,,,,,,98.7,3241.6,0.605
105.4,2922.2,0.605,,,,,,,,,,,,,,,,,,105.4,2922.2,0.605
102.1,3002.8,0.605,,,,,,,,,,,,,,,,,,102.1,3002.8,0.605
98.9,3204.2,0.6044,,,,,,,,,,,,,,,,,,98.9,3204.2,0.6044
107.3,2885,0.6044,,,,,,,,,,,,,,,,,,107.3,2885,0.6044
116.9,2827.6,0.604,,,,,,,,,,,,,,,,,,116.9,2827.6,0.604
108.8,2869.6,0.604,,,,,,,,,,,,,,,,,,108.8,2869.6,0.604
113.3,2838.4,0.6038,,,,,,,,,,,,,,,,,,113.3,2838.4,0.6038
105.5,2917.6,0.6034,,,,,,,,,,,,,,,,,,105.5,2917.6,0.6034
107.3,2881.1,0.6032,,,,,,,,,,,,,,,,,,107.3,2881.1,0.6032
98.6,3245.3,0.6026,,,,,,,,,,,,,,,,,,98.6,3245.3,0.6026
97.9,3471.4,0.602,,,,,,,,,,,,,,,,,,97.9,3471.4,0.602
100.8,3052.7,0.602,,,,,,,,,,,,,,,,,,100.8,3052.7,0.602
99.1,3173.6,0.6012,,,,,,,,,,,,,,,,,,99.1,3173.6,0.6012
102.9,2965.3,0.6012,,,,,,,,,,,,,,,,,,102.9,2965.3,0.6012
98.1,3366.7,0.601,,,,,,,,,,,,,,,,,,98.1,3366.7,0.601
101.4,3021.7,0.601,,,,,,,,,,,,,,,,,,101.4,3021.7,0.601
112.9,2836.5,0.6008,,,,,,,,,,,,,,,,,,112.9,2836.5,0.6008
98.6,3227.2,0.6006,,,,,,,,,,,,,,,,,,98.6,3227.2,0.6006
105.8,2905.5,0.6006,,,,,,,,,,,,,,,,,,105.8,2905.5,0.6006
104.4,2928.7,0.6004,,,,,,,,,,,,,,,,,,104.4,2928.7,0.6004
117.1,2821.4,0.5996,,,,,,,,,,,,,,,,,,,,
99.4,3126.6,0.5994,,,,,,,,,,,,,,,,,,,,
101.2,3024.9,0.5994,,,,,,,,,,,,,,,,,,,,
112,2837.9,0.5988,,,,,,,,,,,,,,,,,,,,
108.8,2861.1,0.5988,,,,,,,,,,,,,,,,,,,,
97.8,3395.6,0.598,,,,,,,,,,,,,,,,,,,,
105.9,2898.8,0.5978,,,,,,,,,,,,,,,,,,,,
116.5,2820.8,0.5974,,,,,,,,,,,,,,,,,,,,
98.3,3242.2,0.5974,,,,,,,,,,,,,,,,,,,,
99.8,3100.6,0.5972,,,,,,,,,,,,,,,,,,,,
97.6,3499.1,0.597,,,,,,,,,,,,,,,,,,,,
106.8,2879.3,0.597,,,,,,,,,,,,,,,,,,,,
100.3,3066.3,0.5968,,,,,,,,,,,,,,,,,,,,
103.3,2943,0.5968,,,,,,,,,,,,,,,,,,,,
103.2,2944.1,0.5966,,,,,,,,,,,,,,,,,,,,
99.6,3104.3,0.5964,,,,,,,,,,,,,,,,,,,,
113.9,2825.1,0.5962,,,,,,,,,,,,,,,,,,,,
105.6,2901.8,0.596,,,,,,,,,,,,,,,,,,,,
101.4,3009.3,0.596,,,,,,,,,,,,,,,,,,,,
112.4,2830.9,0.5958,,,,,,,,,,,,,,,,,,,,
97.9,3327.7,0.5956,,,,,,,,,,,,,,,,,,,,
98.8,3154.9,0.5956,,,,,,,,,,,,,,,,,,,,
99.5,3109.7,0.5956,,,,,,,,,,,,,,,,,,,,
106.6,2879.1,0.5956,,,,,,,,,,,,,,,,,,,,
104.6,2914.6,0.5954,,,,,,,,,,,,,,,,,,,,
99.6,3102,0.595,,,,,,,,,,,,,,,,,,,,
99.7,3089.9,0.5938,,,,,,,,,,,,,,,,,,,,
104.6,2909,0.5932,,,,,,,,,,,,,,,,,,,,
113.4,2822.7,0.593,,,,,,,,,,,,,,,,,,,,
116.9,2815.4,0.5928,,,,,,,,,,,,,,,,,,,,
97.7,3329,0.5928,,,,,,,,,,,,,,,,,,,,
108.6,2856.6,0.5922,,,,,,,,,,,,,,,,,,,,
99.4,3103.1,0.5922,,,,,,,,,,,,,,,,,,,,
100.9,3018.1,0.5922,,,,,,,,,,,,,,,,,,,,
97.5,3446.1,0.5918,,,,,,,,,,,,,,,,,,,,
98.2,3197.1,0.591,,,,,,,,,,,,,,,,,,,,
103.6,2925.9,0.591,,,,,,,,,,,,,,,,,,,,
97.7,3311,0.5906,,,,,,,,,,,,,,,,,,,,
112,2825.5,0.5906,,,,,,,,,,,,,,,,,,,,
98.5,3163.7,0.5894,,,,,,,,,,,,,,,,,,,,
98.8,3133.4,0.5892,,,,,,,,,,,,,,,,,,,,
102.4,2958.4,0.5892,,,,,,,,,,,,,,,,,,,,
111.4,2825,0.5886,,,,,,,,,,,,,,,,,,,,
101.5,2986.8,0.5886,,,,,,,,,,,,,,,,,,,,
106.9,2864.8,0.5884,,,,,,,,,,,,,,,,,,,,
115.4,2813.1,0.588,,,,,,,,,,,,,,,,,,,,
113.5,2817,0.588,,,,,,,,,,,,,,,,,,,,
102.3,2962.8,0.588,,,,,,,,,,,,,,,,,,,,
113.1,2817.1,0.5874,,,,,,,,,,,,,,,,,,,,
102.9,2932,0.5874,,,,,,,,,,,,,,,,,,,,
98.6,3149.4,0.5872,,,,,,,,,,,,,,,,,,,,
100.9,3006.1,0.5872,,,,,,,,,,,,,,,,,,,,
97.7,3241.9,0.587,,,,,,,,,,,,,,,,,,,,
102.8,2933.3,0.586,,,,,,,,,,,,,,,,,,,,
101,2996,0.5856,,,,,,,,,,,,,,,,,,,,
106.8,2861.8,0.5854,,,,,,,,,,,,,,,,,,,,
112.4,2816.8,0.585,,,,,,,,,,,,,,,,,,,,
101.9,2964.6,0.5844,,,,,,,,,,,,,,,,,,,,
103.1,2923.5,0.5844,,,,,,,,,,,,,,,,,,,,
103,2925.1,0.584,,,,,,,,,,,,,,,,,,,,
97.4,3319.7,0.5834,,,,,,,,,,,,,,,,,,,,
99.2,3080.6,0.5832,,,,,,,,,,,,,,,,,,,,
116.7,2804.5,0.583,,,,,,,,,,,,,,,,,,,,
100.6,2999.8,0.5826,,,,,,,,,,,,,,,,,,,,
109.2,2831.9,0.5818,,,,,,,,,,,,,,,,,,,,
99.1,3086.1,0.5814,,,,,,,,,,,,,,,,,,,,
103.5,2905.9,0.5812,,,,,,,,,,,,,,,,,,,,
98.7,3106.9,0.581,,,,,,,,,,,,,,,,,,,,
99.1,3082.7,0.581,,,,,,,,,,,,,,,,,,,,
100.6,2998,0.5808,,,,,,,,,,,,,,,,,,,,
98.9,3086.1,0.5804,,,,,,,,,,,,,,,,,,,,
102.7,2926.1,0.5804,,,,,,,,,,,,,,,,,,,,
96.8,3537,0.5802,,,,,,,,,,,,,,,,,,,,
102.5,2930.5,0.5802,,,,,,,,,,,,,,,,,,,,
98.8,3093.6,0.5794,,,,,,,,,,,,,,,,,,,,
109.1,2828.9,0.5792,,,,,,,,,,,,,,,,,,,,
98,3146.4,0.5788,,,,,,,,,,,,,,,,,,,,
109.6,2822.5,0.5786,,,,,,,,,,,,,,,,,,,,
108.2,2836.4,0.5784,,,,,,,,,,,,,,,,,,,,
111.2,2813.7,0.578,,,,,,,,,,,,,,,,,,,,
98.4,3115.6,0.578,,,,,,,,,,,,,,,,,,,,
117.5,2798.1,0.5778,,,,,,,,,,,,,,,,,,,,
99.1,3066.7,0.5776,,,,,,,,,,,,,,,,,,,,
109.3,2822.5,0.5772,,,,,,,,,,,,,,,,,,,,
106,2861.9,0.5766,,,,,,,,,,,,,,,,,,,,
113.9,2803.5,0.5762,,,,,,,,,,,,,,,,,,,,
97.9,3144.3,0.5762,,,,,,,,,,,,,,,,,,,,
117.3,2794.6,0.576,,,,,,,,,,,,,,,,,,,,
98.7,3084,0.576,,,,,,,,,,,,,,,,,,,,
106.5,2853,0.576,,,,,,,,,,,,,,,,,,,,
102.2,2933.9,0.576,,,,,,,,,,,,,,,,,,,,
109.8,2817.6,0.5758,,,,,,,,,,,,,,,,,,,,
96.6,3500.5,0.5756,,,,,,,,,,,,,,,,,,,,
103.3,2896.8,0.5756,,,,,,,,,,,,,,,,,,,,
107.8,2836.7,0.5754,,,,,,,,,,,,,,,,,,,,
106.2,2858.2,0.5754,,,,,,,,,,,,,,,,,,,,
100.8,2979.7,0.5752,,,,,,,,,,,,,,,,,,,,
121.2,2786.2,0.5748,,,,,,,,,,,,,,,,,,,,
96.7,3391.7,0.5748,,,,,,,,,,,,,,,,,,,,
101.4,2955.3,0.5748,,,,,,,,,,,,,,,,,,,,
102.4,2922.6,0.5748,,,,,,,,,,,,,,,,,,,,
105.1,2871,0.5746,,,,,,,,,,,,,,,,,,,,
105.5,2867,0.5744,,,,,,,,,,,,,,,,,,,,
110.6,2810.2,0.5742,,,,,,,,,,,,,,,,,,,,
105.1,2871.6,0.574,,,,,,,,,,,,,,,,,,,,
97.2,3222.3,0.5736,,,,,,,,,,,,,,,,,,,,
97.5,3178.8,0.5736,,,,,,,,,,,,,,,,,,,,
104.1,2881.4,0.5736,,,,,,,,,,,,,,,,,,,,
113.7,2800.1,0.5734,,,,,,,,,,,,,,,,,,,,
98.4,3099.3,0.5732,,,,,,,,,,,,,,,,,,,,
113.2,2800.9,0.573,,,,,,,,,,,,,,,,,,,,
107.1,2839.1,0.5728,,,,,,,,,,,,,,,,,,,,
102.5,2914,0.5724,,,,,,,,,,,,,,,,,,,,
110.2,2810.7,0.572,,,,,,,,,,,,,,,,,,,,
113.2,2798.7,0.5714,,,,,,,,,,,,,,,,,,,,
109.9,2812.3,0.5712,,,,,,,,,,,,,,,,,,,,
98.1,3104.7,0.5712,,,,,,,,,,,,,,,,,,,,
105.7,2859.2,0.5704,,,,,,,,,,,,,,,,,,,,
105.6,2860.1,0.5704,,,,,,,,,,,,,,,,,,,,
99.1,3047,0.5704,,,,,,,,,,,,,,,,,,,,
110.5,2806.8,0.5702,,,,,,,,,,,,,,,,,,,,
122.1,2780.2,0.57,,,,,,,,,,,,,,,,,,,,
100.5,2981.6,0.57,,,,,,,,,,,,,,,,,,,,
108,2823,0.5698,,,,,,,,,,,,,,,,,,,,
115.4,2788.1,0.5692,,,,,,,,,,,,,,,,,,,,
96.7,3308.9,0.569,,,,,,,,,,,,,,,,,,,,
99.7,3010.3,0.569,,,,,,,,,,,,,,,,,,,,
114.9,2790,0.5686,,,,,,,,,,,,,,,,,,,,
96.7,3283.5,0.5684,,,,,,,,,,,,,,,,,,,,
103.8,2877.8,0.568,,,,,,,,,,,,,,,,,,,,
97.3,3172.6,0.5678,,,,,,,,,,,,,,,,,,,,
99.9,2994.1,0.5678,,,,,,,,,,,,,,,,,,,,
103.1,2888.7,0.5676,,,,,,,,,,,,,,,,,,,,
97.8,3116,0.5672,,,,,,,,,,,,,,,,,,,,
104.4,2867.5,0.5666,,,,,,,,,,,,,,,,,,,,
96.7,3247,0.5664,,,,,,,,,,,,,,,,,,,,
112.2,2794.3,0.5664,,,,,,,,,,,,,,,,,,,,
105.2,2857,0.5664,,,,,,,,,,,,,,,,,,,,
100.8,2955.4,0.5664,,,,,,,,,,,,,,,,,,,,
107.2,2828.4,0.5662,,,,,,,,,,,,,,,,,,,,
101.5,2930.5,0.566,,,,,,,,,,,,,,,,,,,,
117.9,2778.1,0.5658,,,,,,,,,,,,,,,,,,,,
97.4,3151.6,0.5658,,,,,,,,,,,,,,,,,,,,
106.7,2832.2,0.5656,,,,,,,,,,,,,,,,,,,,
102.5,2900.5,0.5656,,,,,,,,,,,,,,,,,,,,
102,2916.3,0.5654,,,,,,,,,,,,,,,,,,,,
109.7,2804.5,0.565,,,,,,,,,,,,,,,,,,,,
129.6,2770.5,0.5646,,,,,,,,,,,,,,,,,,,,
97.4,3138.7,0.5646,,,,,,,,,,,,,,,,,,,,
101.1,2940.4,0.564,,,,,,,,,,,,,,,,,,,,
101.2,2936.5,0.564,,,,,,,,,,,,,,,,,,,,
96.5,3293.8,0.5636,,,,,,,,,,,,,,,,,,,,
96.2,3499.2,0.5632,,,,,,,,,,,,,,,,,,,,
107.2,2822,0.563,,,,,,,,,,,,,,,,,,,,
105.8,2844.6,0.5628,,,,,,,,,,,,,,,,,,,,
104.9,2855,0.5628,,,,,,,,,,,,,,,,,,,,
107.7,2816.5,0.5626,,,,,,,,,,,,,,,,,,,,
99.5,2999.5,0.5626,,,,,,,,,,,,,,,,,,,,
96.1,3474.2,0.5624,,,,,,,,,,,,,,,,,,,,
97.4,3123.2,0.5624,,,,,,,,,,,,,,,,,,,,
102.8,2884.9,0.5624,,,,,,,,,,,,,,,,,,,,
122.8,2770.5,0.5622,,,,,,,,,,,,,,,,,,,,
107,2820.8,0.5622,,,,,,,,,,,,,,,,,,,,
99.6,2997.4,0.5622,,,,,,,,,,,,,,,,,,,,
99.6,2991.9,0.5618,,,,,,,,,,,,,,,,,,,,
103.3,2876.2,0.5618,,,,,,,,,,,,,,,,,,,,
109.5,2801.1,0.5614,,,,,,,,,,,,,,,,,,,,
111.4,2788.1,0.561,,,,,,,,,,,,,,,,,,,,
96,3575.1,0.5608,,,,,,,,,,,,,,,,,,,,
96.5,3235.6,0.5606,,,,,,,,,,,,,,,,,,,,
104.8,2849.2,0.5602,,,,,,,,,,,,,,,,,,,,
101.4,2922.7,0.5602,,,,,,,,,,,,,,,,,,,,
117.7,2771.5,0.56,,,,,,,,,,,,,,,,,,,,
96,3625.5,0.5596,,,,,,,,,,,,,,,,,,,,
98.7,3023.3,0.5594,,,,,,,,,,,,,,,,,,,,
102.8,2879.4,0.5592,,,,,,,,,,,,,,,,,,,,
98.8,3022.1,0.559,,,,,,,,,,,,,,,,,,,,
98.6,3028.3,0.5586,,,,,,,,,,,,,,,,,,,,
99.6,2987.2,0.5584,,,,,,,,,,,,,,,,,,,,
96.1,3386.3,0.5578,,,,,,,,,,,,,,,,,,,,
106.2,2825.9,0.5578,,,,,,,,,,,,,,,,,,,,
105.4,2839.1,0.5576,,,,,,,,,,,,,,,,,,,,
96.5,3215.1,0.5572,,,,,,,,,,,,,,,,,,,,
96.3,3244.2,0.5568,,,,,,,,,,,,,,,,,,,,
111.9,2781.8,0.5564,,,,,,,,,,,,,,,,,,,,
100.9,2928.4,0.5564,,,,,,,,,,,,,,,,,,,,
98.1,3049.2,0.5562,,,,,,,,,,,,,,,,,,,,
105.6,2836,0.556,,,,,,,,,,,,,,,,,,,,
98.9,3008.9,0.5558,,,,,,,,,,,,,,,,,,,,
95.9,3407.7,0.5556,,,,,,,,,,,,,,,,,,,,
103,2870.4,0.5554,,,,,,,,,,,,,,,,,,,,
105.7,2831.2,0.5548,,,,,,,,,,,,,,,,,,,,
108.9,2795.8,0.5546,,,,,,,,,,,,,,,,,,,,
98.8,3007.2,0.5544,,,,,,,,,,,,,,,,,,,,
97.5,3078.7,0.5542,,,,,,,,,,,,,,,,,,,,
97.1,3112.8,0.554,,,,,,,,,,,,,,,,,,,,
103.9,2850.4,0.554,,,,,,,,,,,,,,,,,,,,
102.1,2887.7,0.5534,,,,,,,,,,,,,,,,,,,,
102,2887.8,0.5532,,,,,,,,,,,,,,,,,,,,
116.8,2767.1,0.5526,,,,,,,,,,,,,,,,,,,,
96.3,3195.5,0.5524,,,,,,,,,,,,,,,,,,,,
100.8,2920.9,0.5524,,,,,,,,,,,,,,,,,,,,
109.1,2786.9,0.552,,,,,,,,,,,,,,,,,,,,
99.7,2965.1,0.5508,,,,,,,,,,,,,,,,,,,,
101.8,2887.2,0.5506,,,,,,,,,,,,,,,,,,,,
112.8,2770.9,0.5504,,,,,,,,,,,,,,,,,,,,
113,2770,0.5502,,,,,,,,,,,,,,,,,,,,
95.6,3733.3,0.55,,,,,,,,,,,,,,,,,,,,
95.6,3638.7,0.55,,,,,,,,,,,,,,,,,,,,
98.2,3019.8,0.55,,,,,,,,,,,,,,,,,,,,
100.7,2920.5,0.55,,,,,,,,,,,,,,,,,,,,
100.9,2911.5,0.55,,,,,,,,,,,,,,,,,,,,
100.2,2939.4,0.5498,,,,,,,,,,,,,,,,,,,,
118.3,2758.9,0.5496,,,,,,,,,,,,,,,,,,,,
96.9,3105.5,0.5496,,,,,,,,,,,,,,,,,,,,
95.5,3756.6,0.5494,,,,,,,,,,,,,,,,,,,,
109.7,2781.7,0.5492,,,,,,,,,,,,,,,,,,,,
101.3,2900.9,0.5492,,,,,,,,,,,,,,,,,,,,
95.8,3339.4,0.549,,,,,,,,,,,,,,,,,,,,
96,3237.7,0.549,,,,,,,,,,,,,,,,,,,,
109.4,2782.6,0.549,,,,,,,,,,,,,,,,,,,,
95.7,3378.1,0.548,,,,,,,,,,,,,,,,,,,,
105.6,2819.5,0.548,,,,,,,,,,,,,,,,,,,,
99.8,2951.8,0.548,,,,,,,,,,,,,,,,,,,,
105.7,2819.1,0.5478,,,,,,,,,,,,,,,,,,,,
99.5,2963.3,0.5468,,,,,,,,,,,,,,,,,,,,
102.7,2859.8,0.5468,,,,,,,,,,,,,,,,,,,,
110.3,2775.3,0.5466,,,,,,,,,,,,,,,,,,,,
106.4,2807.6,0.5464,,,,,,,,,,,,,,,,,,,,
95.7,3313.9,0.5462,,,,,,,,,,,,,,,,,,,,
105.8,2815.9,0.546,,,,,,,,,,,,,,,,,,,,
100.7,2909.4,0.5458,,,,,,,,,,,,,,,,,,,,
104.4,2830.3,0.5456,,,,,,,,,,,,,,,,,,,,
96.7,3109.7,0.5452,,,,,,,,,,,,,,,,,,,,
