Xvalue,Yvalue,Zvalue,,TPC,PD,Prob,,X90,Y90,Z90,,X80,Y80,Z80,,X70,Y70,Z70,,X60,Y60,Z60
89.8,2891,0.3636,,,,,,,,,,,,,,,,,,,,
101,2594.2,0.3634,,,,,,,,,,,,,,,,,,,,
92.3,2743.8,0.3634,,,,,,,,,,,,,,,,,,,,
112.2,2551.8,0.363,,,,,,,,,,,,,,,,,,,,
108.4,2556.7,0.363,,,,,,,,,,,,,,,,,,,,
102.5,2582,0.3628,,,,,,,,,,,,,,,,,,,,
102.5,2582.2,0.3628,,,,,,,,,,,,,,,,,,,,
97.2,2627.1,0.3628,,,,,,,,,,,,,,,,,,,,
98.6,2612.2,0.3626,,,,,,,,,,,,,,,,,,,,
90.6,2831.2,0.3622,,,,,,,,,,,,,,,,,,,,
98.6,2612,0.3622,,,,,,,,,,,,,,,,,,,,
88.6,3022.5,0.362,,,,,,,,,,,,,,,,,,,,
96.2,2641.8,0.3618,,,,,,,,,,,,,,,,,,,,
88.9,2973.4,0.3614,,,,,,,,,,,,,,,,,,,,
95.8,2647.3,0.3612,,,,,,,,,,,,,,,,,,,,
88.2,3084.4,0.361,,,,,,,,,,,,,,,,,,,,
98.9,2608.3,0.361,,,,,,,,,,,,,,,,,,,,
87.8,3168.6,0.3604,,,,,,,,,,,,,,,,,,,,
89.5,2905.1,0.3604,,,,,,,,,,,,,,,,,,,,
97.8,2617.5,0.3604,,,,,,,,,,,,,,,,,,,,
96.6,2630.7,0.36,,,,,,,,,,,,,,,,,,,,
92.5,2726.4,0.36,,,,,,,,,,,,,,,,,,,,
92.8,2714.3,0.36,,,,,,,,,,,,,,,,,,,,
102.3,2580,0.3598,,,,,,,,,,,,,,,,,,,,
93.7,2693,0.3598,,,,,,,,,,,,,,,,,,,,
91,2786.8,0.3596,,,,,,,,,,,,,,,,,,,,
88.5,3014.4,0.359,,,,,,,,,,,,,,,,,,,,
89.4,2903.4,0.3588,,,,,,,,,,,,,,,,,,,,
96,2639.4,0.3586,,,,,,,,,,,,,,,,,,,,
91.3,2771.6,0.3584,,,,,,,,,,,,,,,,,,,,
115.9,2545.5,0.3576,,,,,,,,,,,,,,,,,,,,
97.4,2618.5,0.3576,,,,,,,,,,,,,,,,,,,,
106.4,2556.3,0.3574,,,,,,,,,,,,,,,,,,,,
100.7,2588.1,0.3574,,,,,,,,,,,,,,,,,,,,
107.3,2552.1,0.3572,,,,,,,,,,,,,,,,,,,,
88.3,3051.9,0.3572,,,,,,,,,,,,,,,,,,,,
94.9,2658.2,0.3572,,,,,,,,,,,,,,,,,,,,
109.3,2549.1,0.357,,,,,,,,,,,,,,,,,,,,
88,3078.1,0.357,,,,,,,,,,,,,,,,,,,,
111,2547,0.3568,,,,,,,,,,,,,,,,,,,,
99.9,2593.2,0.3568,,,,,,,,,,,,,,,,,,,,
90.9,2785.6,0.3566,,,,,,,,,,,,,,,,,,,,
87.9,3110.3,0.356,,,,,,,,,,,,,,,,,,,,
95.8,2637.5,0.356,,,,,,,,,,,,,,,,,,,,
101.6,2579.5,0.3558,,,,,,,,,,,,,,,,,,,,
92.3,2723.3,0.3556,,,,,,,,,,,,,,,,,,,,
95.1,2650.7,0.3556,,,,,,,,,,,,,,,,,,,,
91.4,2756.1,0.3546,,,,,,,,,,,,,,,,,,,,
98,2604.7,0.3544,,,,,,,,,,,,,,,,,,,,
95.9,2633.9,0.3544,,,,,,,,,,,,,,,,,,,,
108.8,2546.7,0.3542,,,,,,,,,,,,,,,,,,,,
87.6,3152.7,0.3538,,,,,,,,,,,,,,,,,,,,
87.6,3145.2,0.3538,,,,,,,,,,,,,,,,,,,,
91,2770.6,0.3532,,,,,,,,,,,,,,,,,,,,
95.7,2635,0.3532,,,,,,,,,,,,,,,,,,,,
87.8,3092.8,0.353,,,,,,,,,,,,,,,,,,,,
90.9,2772,0.353,,,,,,,,,,,,,,,,,,,,
98.5,2599.2,0.3524,,,,,,,,,,,,,,,,,,,,
106.9,2549.1,0.3522,,,,,,,,,,,,,,,,,,,,
87.5,3141,0.352,,,,,,,,,,,,,,,,,,,,
100.4,2582,0.352,,,,,,,,,,,,,,,,,,,,
99.1,2591.9,0.3518,,,,,,,,,,,,,,,,,,,,
94.2,2667.2,0.3516,,,,,,,,,,,,,,,,,,,,
91.8,2725.8,0.3514,,,,,,,,,,,,,,,,,,,,
89.4,2870.9,0.351,,,,,,,,,,,,,,,,,,,,
91.5,2740.6,0.351,,,,,,,,,,,,,,,,,,,,
93.2,2682.7,0.351,,,,,,,,,,,,,,,,,,,,
95.3,2637,0.3506,,,,,,,,,,,,,,,,,,,,
107.9,2543.8,0.3504,,,,,,,,,,,,,,,,,,,,
89.4,2860.6,0.3504,,,,,,,,,,,,,,,,,,,,
98.5,2595.6,0.3504,,,,,,,,,,,,,,,,,,,,
96.5,2616.5,0.3504,,,,,,,,,,,,,,,,,,,,
97,2610.9,0.3502,,,,,,,,,,,,,,,,,,,,
87.4,3190.1,0.35,,,,,,,,,,,,,,,,,,,,
110.1,2540.6,0.3496,,,,,,,,,,,,,,,,,,,,
100.2,2580.5,0.3494,,,,,,,,,,,,,,,,,,,,
97,2609.4,0.3494,,,,,,,,,,,,,,,,,,,,
91.4,2738.9,0.3494,,,,,,,,,,,,,,,,,,,,
101.5,2570.5,0.3492,,,,,,,,,,,,,,,,,,,,
97.1,2608,0.3492,,,,,,,,,,,,,,,,,,,,
94.8,2645.9,0.3492,,,,,,,,,,,,,,,,,,,,
87.4,3157.3,0.349,,,,,,,,,,,,,,,,,,,,
101.9,2568.1,0.349,,,,,,,,,,,,,,,,,,,,
104.5,2552.4,0.3488,,,,,,,,,,,,,,,,,,,,
97.5,2601.7,0.3488,,,,,,,,,,,,,,,,,,,,
87,3337,0.3486,,,,,,,,,,,,,,,,,,,,
87,3318.9,0.3486,,,,,,,,,,,,,,,,,,,,
88.5,2942,0.3486,,,,,,,,,,,,,,,,,,,,
104.5,2551.4,0.3484,,,,,,,,,,,,,,,,,,,,
90.3,2798.5,0.3484,,,,,,,,,,,,,,,,,,,,
96.3,2618.9,0.3484,,,,,,,,,,,,,,,,,,,,
124,2531.3,0.348,,,,,,,,,,,,,,,,,,,,
122,2532.8,0.348,,,,,,,,,,,,,,,,,,,,
87.6,3066.3,0.3478,,,,,,,,,,,,,,,,,,,,
89.1,2870.2,0.3478,,,,,,,,,,,,,,,,,,,,
99.1,2587.2,0.3476,,,,,,,,,,,,,,,,,,,,
126.9,2530.7,0.3472,,,,,,,,,,,,,,,,,,,,
89.3,2859.9,0.3472,,,,,,,,,,,,,,,,,,,,
99.2,2585.8,0.3472,,,,,,,,,,,,,,,,,,,,
99.4,2581.3,0.347,,,,,,,,,,,,,,,,,,,,
120.2,2530.9,0.3468,,,,,,,,,,,,,,,,,,,,
100.2,2576.9,0.3468,,,,,,,,,,,,,,,,,,,,
90.7,2769,0.3468,,,,,,,,,,,,,,,,,,,,
88,2987.4,0.3464,,,,,,,,,,,,,,,,,,,,
88.3,2948.3,0.3464,,,,,,,,,,,,,,,,,,,,
98,2591.5,0.3464,,,,,,,,,,,,,,,,,,,,
89.6,2833.3,0.3462,,,,,,,,,,,,,,,,,,,,
90,2798.3,0.3462,,,,,,,,,,,,,,,,,,,,
107.5,2539.6,0.346,,,,,,,,,,,,,,,,,,,,
91.9,2709.2,0.346,,,,,,,,,,,,,,,,,,,,
87.5,3072.4,0.3458,,,,,,,,,,,,,,,,,,,,
92.6,2692.5,0.3456,,,,,,,,,,,,,,,,,,,,
97.9,2590.7,0.3454,,,,,,,,,,,,,,,,,,,,
106.9,2540.8,0.3452,,,,,,,,,,,,,,,,,,,,
90,2795.9,0.3452,,,,,,,,,,,,,,,,,,,,
104,2549.8,0.345,,,,,,,,,,,,,,,,,,,,
96.8,2603,0.345,,,,,,,,,,,,,,,,,,,,
102.1,2560.7,0.3448,,,,,,,,,,,,,,,,,,,,
95.7,2620.6,0.3448,,,,,,,,,,,,,,,,,,,,
92.5,2693.1,0.3444,,,,,,,,,,,,,,,,,,,,
100,2573.9,0.3442,,,,,,,,,,,,,,,,,,,,
98.4,2586.4,0.3442,,,,,,,,,,,,,,,,,,,,
90.9,2747,0.3442,,,,,,,,,,,,,,,,,,,,
107.3,2537.9,0.344,,,,,,,,,,,,,,,,,,,,
96.4,2608,0.344,,,,,,,,,,,,,,,,,,,,
94.5,2643.5,0.344,,,,,,,,,,,,,,,,,,,,
123,2527.9,0.3438,,,,,,,,,,,,,,,,,,,,
102.2,2559,0.3438,,,,,,,,,,,,,,,,,,,,
92.3,2698.9,0.3438,,,,,,,,,,,,,,,,,,,,
99.6,2576.4,0.3436,,,,,,,,,,,,,,,,,,,,
92.9,2677.2,0.3432,,,,,,,,,,,,,,,,,,,,
105.9,2542.9,0.343,,,,,,,,,,,,,,,,,,,,
86.9,3217.4,0.3428,,,,,,,,,,,,,,,,,,,,
96.4,2606.1,0.3428,,,,,,,,,,,,,,,,,,,,
97,2598.5,0.3426,,,,,,,,,,,,,,,,,,,,
91.1,2731,0.3424,,,,,,,,,,,,,,,,,,,,
107.3,2535.3,0.3422,,,,,,,,,,,,,,,,,,,,
91.1,2732.8,0.3422,,,,,,,,,,,,,,,,,,,,
115.9,2526.4,0.3418,,,,,,,,,,,,,,,,,,,,
87.9,2968.3,0.3418,,,,,,,,,,,,,,,,,,,,
87.2,3100.9,0.3412,,,,,,,,,,,,,,,,,,,,
90.1,2776.1,0.341,,,,,,,,,,,,,,,,,,,,
103.6,2546.6,0.3408,,,,,,,,,,,,,,,,,,,,
101.3,2558.5,0.3402,,,,,,,,,,,,,,,,,,,,
91.7,2704.2,0.34,,,,,,,,,,,,,,,,,,,,
99.9,2568.9,0.3398,,,,,,,,,,,,,,,,,,,,
89.6,2805.4,0.3394,,,,,,,,,,,,,,,,,,,,
103.2,2546.5,0.3392,,,,,,,,,,,,,,,,,,,,
91.9,2696.1,0.3388,,,,,,,,,,,,,,,,,,,,
88.4,2887.8,0.3386,,,,,,,,,,,,,,,,,,,,
90,2769.6,0.3382,,,,,,,,,,,,,,,,,,,,
95.1,2618.2,0.3382,,,,,,,,,,,,,,,,,,,,
94.6,2629,0.3378,,,,,,,,,,,,,,,,,,,,
89.7,2790.8,0.3376,,,,,,,,,,,,,,,,,,,,
92.9,2664.4,0.3372,,,,,,,,,,,,,,,,,,,,
94.9,2620.6,0.337,,,,,,,,,,,,,,,,,,,,
87.6,2981.4,0.3368,,,,,,,,,,,,,,,,,,,,
100.8,2555.9,0.3368,,,,,,,,,,,,,,,,,,,,
93,2662.6,0.3368,,,,,,,,,,,,,,,,,,,,
105.1,2535.8,0.3362,,,,,,,,,,,,,,,,,,,,
102.7,2544.6,0.3362,,,,,,,,,,,,,,,,,,,,
95.4,2608.6,0.3362,,,,,,,,,,,,,,,,,,,,
106.5,2529,0.336,,,,,,,,,,,,,,,,,,,,
101.6,2549.9,0.3358,,,,,,,,,,,,,,,,,,,,
97.6,2580.1,0.3358,,,,,,,,,,,,,,,,,,,,
87.4,2997.7,0.3356,,,,,,,,,,,,,,,,,,,,
87.9,2932.3,0.3356,,,,,,,,,,,,,,,,,,,,
95.8,2600.8,0.3356,,,,,,,,,,,,,,,,,,,,
88.5,2861.5,0.335,,,,,,,,,,,,,,,,,,,,
101,2551.3,0.3348,,,,,,,,,,,,,,,,,,,,
88.6,2856.7,0.3348,,,,,,,,,,,,,,,,,,,,
87.9,2928.2,0.3344,,,,,,,,,,,,,,,,,,,,
100.1,2557,0.334,,,,,,,,,,,,,,,,,,,,
92.6,2668.4,0.334,,,,,,,,,,,,,,,,,,,,
93.8,2639.9,0.3338,,,,,,,,,,,,,,,,,,,,
94.1,2633.8,0.3338,,,,,,,,,,,,,,,,,,,,
88.2,2887.4,0.3336,,,,,,,,,,,,,,,,,,,,
88.3,2880.4,0.3336,,,,,,,,,,,,,,,,,,,,
88.9,2825.7,0.3336,,,,,,,,,,,,,,,,,,,,
98.2,2569.1,0.3336,,,,,,,,,,,,,,,,,,,,
94.8,2617,0.3336,,,,,,,,,,,,,,,,,,,,
86.9,3072.9,0.3332,,,,,,,,,,,,,,,,,,,,
106.3,2525.7,0.333,,,,,,,,,,,,,,,,,,,,
89.7,2771,0.333,,,,,,,,,,,,,,,,,,,,
97.4,2577.5,0.3328,,,,,,,,,,,,,,,,,,,,
113.5,2515.1,0.3326,,,,,,,,,,,,,,,,,,,,
87.8,2921.2,0.3326,,,,,,,,,,,,,,,,,,,,
89.3,2795.6,0.3322,,,,,,,,,,,,,,,,,,,,
93.7,2639.3,0.332,,,,,,,,,,,,,,,,,,,,
89.2,2793.5,0.3318,,,,,,,,,,,,,,,,,,,,
95.1,2605.4,0.3318,,,,,,,,,,,,,,,,,,,,
89.4,2785.3,0.3316,,,,,,,,,,,,,,,,,,,,
93.7,2636.3,0.3316,,,,,,,,,,,,,,,,,,,,
91.9,2676.9,0.3316,,,,,,,,,,,,,,,,,,,,
87.2,2993,0.3314,,,,,,,,,,,,,,,,,,,,
88,2895.9,0.3314,,,,,,,,,,,,,,,,,,,,
88.7,2836.5,0.331,,,,,,,,,,,,,,,,,,,,
100,2552.5,0.3306,,,,,,,,,,,,,,,,,,,,
89,2804,0.3306,,,,,,,,,,,,,,,,,,,,
86.7,3094.8,0.3302,,,,,,,,,,,,,,,,,,,,
89.7,2761.8,0.3302,,,,,,,,,,,,,,,,,,,,
90.4,2724.7,0.3298,,,,,,,,,,,,,,,,,,,,
93.4,2640.9,0.3298,,,,,,,,,,,,,,,,,,,,
90.1,2735.6,0.3296,,,,,,,,,,,,,,,,,,,,
89.1,2788.6,0.329,,,,,,,,,,,,,,,,,,,,
91.9,2674.2,0.329,,,,,,,,,,,,,,,,,,,,
95.1,2600.1,0.3288,,,,,,,,,,,,,,,,,,,,
102.3,2537.9,0.3286,,,,,,,,,,,,,,,,,,,,
91.1,2696.8,0.3286,,,,,,,,,,,,,,,,,,,,
105.1,2523.5,0.3284,,,,,,,,,,,,,,,,,,,,
125.9,2506.3,0.328,,,,,,,,,,,,,,,,,,,,
103.8,2528.3,0.328,,,,,,,,,,,,,,,,,,,,
87.7,2902.2,0.328,,,,,,,,,,,,,,,,,,,,
97.7,2565.1,0.328,,,,,,,,,,,,,,,,,,,,
89.7,2756.4,0.328,,,,,,,,,,,,,,,,,,,,
87.4,2941.7,0.3278,,,,,,,,,,,,,,,,,,,,
86.2,3261.6,0.3276,,,,,,,,,,,,,,,,,,,,
95.8,2586.9,0.3276,,,,,,,,,,,,,,,,,,,,
94.8,2606.5,0.3276,,,,,,,,,,,,,,,,,,,,
91.4,2680.1,0.3276,,,,,,,,,,,,,,,,,,,,
104.5,2524.2,0.3274,,,,,,,,,,,,,,,,,,,,
88.6,2815.7,0.3272,,,,,,,,,,,,,,,,,,,,
92.1,2662.7,0.327,,,,,,,,,,,,,,,,,,,,
88.1,2855.6,0.3268,,,,,,,,,,,,,,,,,,,,
90.1,2727.2,0.3264,,,,,,,,,,,,,,,,,,,,
91.6,2676.1,0.3264,,,,,,,,,,,,,,,,,,,,
86.7,3056.2,0.3262,,,,,,,,,,,,,,,,,,,,
97.8,2562.7,0.3262,,,,,,,,,,,,,,,,,,,,
92.2,2660.8,0.3262,,,,,,,,,,,,,,,,,,,,
88.9,2793.3,0.326,,,,,,,,,,,,,,,,,,,,
88.3,2840.1,0.3258,,,,,,,,,,,,,,,,,,,,
92.5,2654.9,0.3258,,,,,,,,,,,,,,,,,,,,
87.1,2963.5,0.3256,,,,,,,,,,,,,,,,,,,,
88.8,2798.2,0.3256,,,,,,,,,,,,,,,,,,,,
87.1,2966.6,0.3254,,,,,,,,,,,,,,,,,,,,
88.3,2822.6,0.3252,,,,,,,,,,,,,,,,,,,,
99.1,2549.8,0.3252,,,,,,,,,,,,,,,,,,,,
96.5,2573.5,0.3252,,,,,,,,,,,,,,,,,,,,
92.9,2639.5,0.3252,,,,,,,,,,,,,,,,,,,,
94.7,2601.3,0.3252,,,,,,,,,,,,,,,,,,,,
117.6,2502.6,0.3248,,,,,,,,,,,,,,,,,,,,
88.5,2810.2,0.3248,,,,,,,,,,,,,,,,,,,,
89.1,2771.2,0.3248,,,,,,,,,,,,,,,,,,,,
90.8,2699,0.3248,,,,,,,,,,,,,,,,,,,,
87.5,2898.9,0.3246,,,,,,,,,,,,,,,,,,,,
97,2565.1,0.3244,,,,,,,,,,,,,,,,,,,,
86.7,3021.7,0.3242,,,,,,,,,,,,,,,,,,,,
97.3,2563.6,0.3242,,,,,,,,,,,,,,,,,,,,
107,2512,0.324,,,,,,,,,,,,,,,,,,,,
88.5,2806.1,0.324,,,,,,,,,,,,,,,,,,,,
92,2659.5,0.3238,,,,,,,,,,,,,,,,,,,,
87.5,2892.2,0.3234,,,,,,,,,,,,,,,,,,,,
92.6,2644.1,0.3232,,,,,,,,,,,,,,,,,,,,
106.9,2511.4,0.323,,,,,,,,,,,,,,,,,,,,
102.3,2528.6,0.323,,,,,,,,,,,,,,,,,,,,
99.1,2547.1,0.323,,,,,,,,,,,,,,,,,,,,
88.7,2792.1,0.3226,,,,,,,,,,,,,,,,,,,,
93.5,2621.6,0.3226,,,,,,,,,,,,,,,,,,,,
87.8,2859.5,0.3222,,,,,,,,,,,,,,,,,,,,
94.3,2602.4,0.3222,,,,,,,,,,,,,,,,,,,,
86.1,3145.9,0.322,,,,,,,,,,,,,,,,,,,,
105.9,2514.5,0.3218,,,,,,,,,,,,,,,,,,,,
89.2,2755.9,0.3218,,,,,,,,,,,,,,,,,,,,
96.5,2566.3,0.3218,,,,,,,,,,,,,,,,,,,,
86,3180.3,0.3216,,,,,,,,,,,,,,,,,,,,
86.1,3156.5,0.3216,,,,,,,,,,,,,,,,,,,,
89.8,2729.5,0.3214,,,,,,,,,,,,,,,,,,,,
93.9,2610.9,0.321,,,,,,,,,,,,,,,,,,,,
98.7,2546,0.3208,,,,,,,,,,,,,,,,,,,,
96.2,2569.6,0.3208,,,,,,,,,,,,,,,,,,,,
90.5,2701.4,0.3204,,,,,,,,,,,,,,,,,,,,
95.1,2586,0.3204,,,,,,,,,,,,,,,,,,,,
91.2,2673.9,0.3204,,,,,,,,,,,,,,,,,,,,
100.3,2537.4,0.3198,,,,,,,,,,,,,,,,,,,,
99.2,2541.2,0.3196,,,,,,,,,,,,,,,,,,,,
86.4,3052.8,0.3194,,,,,,,,,,,,,,,,,,,,
105,2512,0.3194,,,,,,,,,,,,,,,,,,,,
88.1,2812.3,0.3194,,,,,,,,,,,,,,,,,,,,
107.9,2503.1,0.3192,,,,,,,,,,,,,,,,,,,,
98.7,2543.4,0.3192,,,,,,,,,,,,,,,,,,,,
97.9,2547.5,0.3192,,,,,,,,,,,,,,,,,,,,
90.8,2681.4,0.3192,,,,,,,,,,,,,,,,,,,,
105.9,2509.7,0.319,,,,,,,,,,,,,,,,,,,,
86.8,2956.6,0.3188,,,,,,,,,,,,,,,,,,,,
87.8,2843.4,0.3188,,,,,,,,,,,,,,,,,,,,
101.9,2522.8,0.3184,,,,,,,,,,,,,,,,,,,,
90.2,2705.6,0.3184,,,,,,,,,,,,,,,,,,,,
94.1,2601.7,0.3184,,,,,,,,,,,,,,,,,,,,
89.4,2733.7,0.3182,,,,,,,,,,,,,,,,,,,,
88.6,2773.4,0.318,,,,,,,,,,,,,,,,,,,,
91.7,2656.2,0.318,,,,,,,,,,,,,,,,,,,,
92.1,2644.1,0.318,,,,,,,,,,,,,,,,,,,,
110.4,2499.3,0.3178,,,,,,,,,,,,,,,,,,,,
96.3,2561.5,0.3178,,,,,,,,,,,,,,,,,,,,
89.8,2714.5,0.3178,,,,,,,,,,,,,,,,,,,,
86.5,3006.1,0.3176,,,,,,,,,,,,,,,,,,,,
90,2705.1,0.3174,,,,,,,,,,,,,,,,,,,,
87.4,2864,0.3172,,,,,,,,,,,,,,,,,,,,
97.5,2550.1,0.3172,,,,,,,,,,,,,,,,,,,,
92.2,2639.7,0.3172,,,,,,,,,,,,,,,,,,,,
94.4,2591.7,0.3172,,,,,,,,,,,,,,,,,,,,
96.3,2561.2,0.3168,,,,,,,,,,,,,,,,,,,,
91.7,2651.5,0.3168,,,,,,,,,,,,,,,,,,,,
95.9,2564.5,0.3164,,,,,,,,,,,,,,,,,,,,
94.3,2592.7,0.3164,,,,,,,,,,,,,,,,,,,,
90.4,2688.9,0.3162,,,,,,,,,,,,,,,,,,,,
91.2,2664.8,0.3162,,,,,,,,,,,,,,,,,,,,
94.6,2587.7,0.3162,,,,,,,,,,,,,,,,,,,,
86.6,2963.2,0.316,,,,,,,,,,,,,,,,,,,,
88,2805.2,0.316,,,,,,,,,,,,,,,,,,,,
88,2810.3,0.3158,,,,,,,,,,,,,,,,,,,,
89.9,2705.7,0.3158,,,,,,,,,,,,,,,,,,,,
87.5,2847.8,0.3154,,,,,,,,,,,,,,,,,,,,
122.2,2493,0.3152,,,,,,,,,,,,,,,,,,,,
85.9,3126.4,0.315,,,,,,,,,,,,,,,,,,,,
104.5,2505.4,0.3148,,,,,,,,,,,,,,,,,,,,
89,2738.9,0.3148,,,,,,,,,,,,,,,,,,,,
107,2499.9,0.3146,,,,,,,,,,,,,,,,,,,,
87.6,2834.8,0.3144,,,,,,,,,,,,,,,,,,,,
93,2615.8,0.3144,,,,,,,,,,,,,,,,,,,,
87,2886.2,0.3142,,,,,,,,,,,,,,,,,,,,
90.8,2670,0.3142,,,,,,,,,,,,,,,,,,,,
96.5,2552.3,0.314,,,,,,,,,,,,,,,,,,,,
85.4,3317.9,0.3136,,,,,,,,,,,,,,,,,,,,
92.9,2616.2,0.3136,,,,,,,,,,,,,,,,,,,,
90.7,2675,0.3134,,,,,,,,,,,,,,,,,,,,
88.9,2741.6,0.3132,,,,,,,,,,,,,,,,,,,,
89.4,2717.3,0.313,,,,,,,,,,,,,,,,,,,,
90.1,2688.9,0.313,,,,,,,,,,,,,,,,,,,,
90.9,2664.6,0.313,,,,,,,,,,,,,,,,,,,,
102.7,2511.6,0.3128,,,,,,,,,,,,,,,,,,,,
86.8,2908.8,0.3126,,,,,,,,,,,,,,,,,,,,
108.6,2496,0.3124,,,,,,,,,,,,,,,,,,,,
94.6,2579,0.3122,,,,,,,,,,,,,,,,,,,,
90.4,2678,0.3118,,,,,,,,,,,,,,,,,,,,
91.8,2635.6,0.3118,,,,,,,,,,,,,,,,,,,,
89.7,2703.3,0.3116,,,,,,,,,,,,,,,,,,,,
91.3,2648.6,0.3114,,,,,,,,,,,,,,,,,,,,
95.8,2554.1,0.311,,,,,,,,,,,,,,,,,,,,
89,2725.3,0.3106,,,,,,,,,,,,,,,,,,,,
95.7,2555.4,0.3106,,,,,,,,,,,,,,,,,,,,
103.8,2501.9,0.3104,,,,,,,,,,,,,,,,,,,,
86.9,2879.6,0.3104,,,,,,,,,,,,,,,,,,,,
100.6,2518,0.3104,,,,,,,,,,,,,,,,,,,,
100.6,2516.8,0.31,,,,,,,,,,,,,,,,,,,,
91.5,2639.1,0.3098,,,,,,,,,,,,,,,,,,,,
86.2,2976.7,0.3096,,,,,,,,,,,,,,,,,,,,
92.1,2623.6,0.3094,,,,,,,,,,,,,,,,,,,,
93.9,2586.3,0.3094,,,,,,,,,,,,,,,,,,,,
89.9,2686.3,0.3092,,,,,,,,,,,,,,,,,,,,
93.8,2589,0.3092,,,,,,,,,,,,,,,,,,,,
95,2563.8,0.3088,,,,,,,,,,,,,,,,,,,,
94.9,2564.8,0.3084,,,,,,,,,,,,,,,,,,,,
91.8,2625.5,0.308,,,,,,,,,,,,,,,,,,,,
88.3,2747.1,0.3078,,,,,,,,,,,,,,,,,,,,
88.5,2733.5,0.3078,,,,,,,,,,,,,,,,,,,,
95.3,2556.3,0.3078,,,,,,,,,,,,,,,,,,,,
90.7,2658.5,0.3076,,,,,,,,,,,,,,,,,,,,
85.2,3921.9,0.3074,,,,,,,,,,,,,,,,,,,,
86.6,2894.9,0.3074,,,,,,,,,,,,,,,,,,,,
97.9,2529.3,0.3074,,,,,,,,,,,,,,,,,,,,
97,2538,0.3074,,,,,,,,,,,,,,,,,,,,
101.4,2509.4,0.307,,,,,,,,,,,,,,,,,,,,
95,2560.6,0.3068,,,,,,,,,,,,,,,,,,,,
96,2544.8,0.3064,,,,,,,,,,,,,,,,,,,,
85.1,3393.3,0.306,,,,,,,,,,,,,,,,,,,,
117.9,2482.3,0.3058,,,,,,,,,,,,,,,,,,,,
85.9,3015.4,0.3058,,,,,,,,,,,,,,,,,,,,
90.3,2667,0.3058,,,,,,,,,,,,,,,,,,,,
95.7,2546.1,0.3052,,,,,,,,,,,,,,,,,,,,
86.3,2934,0.305,,,,,,,,,,,,,,,,,,,,
99.1,2518.5,0.305,,,,,,,,,,,,,,,,,,,,
87.5,2780.9,0.305,,,,,,,,,,,,,,,,,,,,
108.1,2485.4,0.3048,,,,,,,,,,,,,,,,,,,,
97.6,2528.6,0.3048,,,,,,,,,,,,,,,,,,,,
92.4,2611,0.3048,,,,,,,,,,,,,,,,,,,,
114.9,2481.4,0.3044,,,,,,,,,,,,,,,,,,,,
86.2,2947,0.3042,,,,,,,,,,,,,,,,,,,,
93.9,2577.3,0.3042,,,,,,,,,,,,,,,,,,,,
94.4,2566.5,0.3042,,,,,,,,,,,,,,,,,,,,
112.1,2482.1,0.304,,,,,,,,,,,,,,,,,,,,
86.9,2841.5,0.304,,,,,,,,,,,,,,,,,,,,
89.6,2679.7,0.3032,,,,,,,,,,,,,,,,,,,,
92.7,2599.7,0.303,,,,,,,,,,,,,,,,,,,,
107.1,2484.6,0.3028,,,,,,,,,,,,,,,,,,,,
100.4,2507.2,0.3026,,,,,,,,,,,,,,,,,,,,
106.2,2485.2,0.302,,,,,,,,,,,,,,,,,,,,
87,2819.5,0.302,,,,,,,,,,,,,,,,,,,,
101,2502.2,0.3016,,,,,,,,,,,,,,,,,,,,
92.4,2601.1,0.3016,,,,,,,,,,,,,,,,,,,,
85,3291.8,0.3014,,,,,,,,,,,,,,,,,,,,
87.8,2753.9,0.3014,,,,,,,,,,,,,,,,,,,,
90.5,2649.1,0.3014,,,,,,,,,,,,,,,,,,,,
88,2741.7,0.3012,,,,,,,,,,,,,,,,,,,,
100.1,2507,0.301,,,,,,,,,,,,,,,,,,,,
85.6,3034.4,0.3008,,,,,,,,,,,,,,,,,,,,
90.1,2656.5,0.3008,,,,,,,,,,,,,,,,,,,,
102.3,2497.1,0.3004,,,,,,,,,,,,,,,,,,,,
93.4,2578.6,0.3004,,,,,,,,,,,,,,,,,,,,
103.9,2489.6,0.2998,,,,,,,,,,,,,,,,,,,,
89.7,2669.3,0.2998,,,,,,,,,,,,,,,,,,,,
102,2497.2,0.2994,,,,,,,,,,,,,,,,,,,,
104.6,2485.8,0.299,,,,,,,,,,,,,,,,,,,,
86.8,2815.4,0.298,,,,,,,,,,,,,,,,,,,,
104.3,2484.5,0.2978,,,,,,,,,,,,,,,,,,,,
85.5,3007.7,0.2976,,,,,,,,,,,,,,,,,,,,
93.4,2571.6,0.2976,,,,,,,,,,,,,,,,,,,,
91.5,2611.3,0.2972,,,,,,,,,,,,,,,,,,,,
87.5,2754.6,0.297,,,,,,,,,,,,,,,,,,,,
93.8,2563.1,0.2968,,,,,,,,,,,,,,,,,,,,
103.3,2486.5,0.2966,,,,,,,,,,,,,,,,,,,,
95.3,2537.4,0.2964,,,,,,,,,,,,,,,,,,,,
92.7,2582.8,0.2962,,,,,,,,,,,,,,,,,,,,
96.4,2523.4,0.296,,,,,,,,,,,,,,,,,,,,
90.5,2634.1,0.296,,,,,,,,,,,,,,,,,,,,
93.7,2561,0.296,,,,,,,,,,,,,,,,,,,,
85.2,3083.6,0.2958,,,,,,,,,,,,,,,,,,,,
